delegado;memoria;tiempo
delegado 0: ;0.0;2.51437014E8
delegado 1: ;0.0;9.9170559E7
delegado 2: ;0.0;1.00696564E8
delegado 3: ;6.6;9.9003794E7
delegado 4: ;6.6;1.00389852E8
delegado 5: ;6.6;9.8376228E7
delegado 6: ;6.9;9.4277055E7
delegado 7: ;6.9;9.8851901E7
delegado 8: ;6.9;8.8569471E7
delegado 9: ;5.9;1.02652405E8
delegado 10: ;5.9;9.0453388E7
delegado 11: ;5.9;9.9978301E7
delegado 12: ;3.0;1.00101669E8
delegado 13: ;3.0;9.8011732E7
delegado 14: ;3.0;8.9491072E7
delegado 15: ;2.5;1.01845639E8
delegado 16: ;2.5;1.00531749E8
delegado 17: ;2.5;9.9234437E7
delegado 18: ;4.4;9.9707916E7
delegado 19: ;4.4;1.0126781E8
delegado 20: ;4.4;1.02205746E8
delegado 21: ;4.5;9.9741805E7
delegado 22: ;4.5;9.9291001E7
delegado 23: ;4.5;1.01443841E8
delegado 24: ;5.2;1.00880397E8
delegado 25: ;5.2;9.9792518E7
delegado 26: ;5.2;9.7202284E7
delegado 27: ;2.0;1.01093974E8
delegado 28: ;2.0;1.00330118E8
delegado 29: ;2.0;9.989053E7
delegado 30: ;6.2;9.9259062E7
delegado 31: ;6.2;9.8474727E7
delegado 32: ;6.2;1.00155551E8
delegado 33: ;2.7;9.8510079E7
delegado 34: ;2.7;9.9483855E7
delegado 35: ;2.7;1.02436878E8
delegado 36: ;5.9;1.01325105E8
delegado 37: ;5.9;1.01058622E8
delegado 38: ;5.9;1.00292815E8
delegado 39: ;5.8;1.01926341E8
delegado 40: ;5.8;1.0162938E8
delegado 41: ;5.8;9.9150079E7
delegado 42: ;5.5;1.02606813E8
delegado 43: ;5.5;9.4660812E7
delegado 44: ;5.5;1.015065E8
delegado 45: ;6.9;1.01245136E8
delegado 46: ;6.9;1.01762988E8
delegado 47: ;6.9;1.01073982E8
delegado 48: ;8.3;9.8743161E7
delegado 49: ;8.3;1.00009265E8
delegado 50: ;8.3;1.00446415E8
delegado 51: ;9.3;1.01514302E8
delegado 52: ;9.3;1.0115005E8
delegado 53: ;9.3;1.00967193E8
delegado 54: ;10.0;1.02598524E8
delegado 55: ;10.0;9.7597743E7
delegado 56: ;10.0;1.018137E8
delegado 57: ;5.9;1.01798584E8
delegado 58: ;5.9;1.01052039E8
delegado 59: ;5.9;1.00223817E8
delegado 60: ;5.8;1.01152489E8
delegado 61: ;5.8;1.00718507E8
delegado 62: ;5.8;1.00539063E8
delegado 63: ;5.5;1.01819064E8
delegado 64: ;5.5;9.6696135E7
delegado 65: ;5.5;9.9527741E7
delegado 66: ;7.6;9.8133881E7
delegado 67: ;7.6;1.01108115E8
delegado 68: ;7.6;1.03915584E8
delegado 69: ;10.0;9.3132856E7
delegado 70: ;10.0;9.8767054E7
delegado 71: ;10.0;9.9705966E7
delegado 72: ;7.6;1.01616946E8
delegado 73: ;7.6;9.9758141E7
delegado 74: ;7.6;9.942339E7
delegado 75: ;7.6;9.9937097E7
delegado 76: ;7.6;9.9242727E7
delegado 77: ;7.6;1.00297692E8
delegado 78: ;5.9;1.01300724E8
delegado 79: ;5.9;1.00064122E8
delegado 80: ;5.9;9.8485942E7
delegado 81: ;6.1;1.01230264E8
delegado 82: ;6.1;1.00372297E8
delegado 83: ;6.1;1.00620983E8
delegado 84: ;8.0;1.0157306E8
delegado 85: ;8.0;1.01975834E8
delegado 86: ;8.0;8.6733584E7
delegado 87: ;10.3;1.00764344E8
delegado 88: ;10.3;8.856045E7
delegado 89: ;10.3;9.9972449E7
delegado 90: ;8.6;1.01082028E8
delegado 91: ;8.6;9.996806E7
delegado 92: ;8.6;1.01202226E8
delegado 93: ;3.4;1.00356937E8
delegado 94: ;3.4;9.8545675E7
delegado 95: ;3.4;1.01050332E8
delegado 96: ;3.1;9.9746925E7
delegado 97: ;3.1;1.00631223E8
delegado 98: ;3.1;1.00505174E8
delegado 99: ;4.8;1.0012995E8
delegado 100: ;4.8;1.01930729E8
delegado 101: ;4.8;9.4976546E7
delegado 102: ;28.0;1.00382537E8
delegado 103: ;28.0;1.01226363E8
delegado 104: ;28.0;1.00387414E8
