delegado;memoria;tiempo
delegado 0: ;0.0;2.60994841E8
delegado 1: ;0.0;9.9601615E7
delegado 2: ;0.0;9.9867855E7
delegado 3: ;3.3;9.9061333E7
delegado 4: ;3.3;9.8152167E7
delegado 5: ;3.3;1.00728503E8
delegado 6: ;4.5;9.9710598E7
delegado 7: ;4.5;1.01774934E8
delegado 8: ;4.5;9.684559E7
delegado 9: ;4.5;9.8970148E7
delegado 10: ;4.5;1.00314759E8
delegado 11: ;4.5;9.8117302E7
delegado 12: ;1.7;9.9979276E7
delegado 13: ;1.7;1.0057149E8
delegado 14: ;1.7;9.943168E7
delegado 15: ;4.1;9.8267732E7
delegado 16: ;4.1;1.00553448E8
delegado 17: ;4.1;8.7543276E7
delegado 18: ;7.1;1.01516252E8
delegado 19: ;7.1;1.01402881E8
delegado 20: ;7.1;9.9031588E7
delegado 21: ;4.8;1.00034377E8
delegado 22: ;4.8;8.9838257E7
delegado 23: ;4.8;9.0980993E7
delegado 24: ;2.7;9.078375E7
delegado 25: ;2.7;9.0601625E7
delegado 26: ;2.7;9.9555047E7
delegado 27: ;2.1;9.943046E7
delegado 28: ;2.1;1.00700465E8
delegado 29: ;2.1;9.9684754E7
delegado 30: ;6.9;9.1512254E7
delegado 31: ;6.9;1.02055316E8
delegado 32: ;6.9;9.4325574E7
delegado 33: ;3.1;9.8744868E7
delegado 34: ;3.1;9.9346346E7
delegado 35: ;3.1;1.02467842E8
delegado 36: ;4.1;1.01383864E8
delegado 37: ;4.1;9.8574445E7
delegado 38: ;4.1;9.8249934E7
delegado 39: ;3.5;1.00729235E8
delegado 40: ;3.5;1.01344611E8
delegado 41: ;3.5;9.8020753E7
delegado 42: ;2.4;9.9771551E7
delegado 43: ;2.4;9.8563229E7
delegado 44: ;2.4;1.01638401E8
delegado 45: ;4.8;1.009945E8
delegado 46: ;4.8;1.00115078E8
delegado 47: ;4.8;1.00463238E8
delegado 48: ;4.5;9.9202011E7
delegado 49: ;4.5;1.01363627E8
delegado 50: ;4.5;1.00573685E8
delegado 51: ;5.9;1.00834805E8
delegado 52: ;5.9;9.9853958E7
delegado 53: ;5.9;1.00679985E8
delegado 54: ;6.6;1.04135987E8
delegado 55: ;6.6;9.6277026E7
delegado 56: ;6.6;1.04085031E8
delegado 57: ;6.6;1.0014848E8
delegado 58: ;6.6;9.9590887E7
delegado 59: ;6.6;9.9838842E7
delegado 60: ;5.1;9.9321721E7
delegado 61: ;5.1;1.01735193E8
delegado 62: ;5.1;9.8919679E7
delegado 63: ;8.1;1.00055101E8
delegado 64: ;8.1;9.1857976E7
delegado 65: ;8.1;9.9605028E7
delegado 66: ;9.6;1.01382401E8
delegado 67: ;9.6;8.8172061E7
delegado 68: ;9.6;1.0077629E8
delegado 69: ;6.1;1.02092619E8
delegado 70: ;6.1;9.966598E7
delegado 71: ;6.1;1.00284526E8
delegado 72: ;4.1;1.01581593E8
delegado 73: ;4.1;8.8568496E7
delegado 74: ;4.1;8.8961273E7
delegado 75: ;9.6;9.9371702E7
delegado 76: ;9.6;1.00329387E8
delegado 77: ;9.6;9.9002818E7
delegado 78: ;5.8;1.00554667E8
delegado 79: ;5.8;1.00433982E8
delegado 80: ;5.8;8.7502803E7
delegado 81: ;7.1;1.02397869E8
delegado 82: ;7.1;1.01184183E8
delegado 83: ;7.1;1.01700572E8
delegado 84: ;6.8;1.02009236E8
delegado 85: ;6.8;1.00245029E8
delegado 86: ;6.8;1.00538575E8
delegado 87: ;5.9;1.01038141E8
delegado 88: ;5.9;1.00644389E8
delegado 89: ;5.9;8.7639581E7
delegado 90: ;5.3;1.01161022E8
delegado 91: ;5.3;1.02123095E8
delegado 92: ;5.3;9.9069135E7
