delegado;memoria;tiempo
delegado 0: ;0.0;2.55787797E8
delegado 1: ;0.0;9.7724524E7
delegado 2: ;0.0;9.0556276E7
delegado 3: ;4.1;9.6774886E7
delegado 4: ;4.1;9.9678902E7
delegado 5: ;4.1;1.00416183E8
delegado 6: ;4.1;9.6632744E7
delegado 7: ;4.1;1.001792E8
delegado 8: ;4.1;1.00220892E8
delegado 9: ;5.2;9.9823725E7
delegado 10: ;5.2;1.22728425E8
delegado 11: ;5.2;9.4597909E7
delegado 12: ;8.4;9.9565775E7
delegado 13: ;8.4;9.6359434E7
delegado 14: ;8.4;1.00228206E8
delegado 15: ;11.4;9.9272472E7
delegado 16: ;11.4;1.004057E8
delegado 17: ;11.4;1.01704229E8
delegado 18: ;5.9;9.8345507E7
delegado 19: ;5.9;1.00646096E8
delegado 20: ;5.9;1.01074713E8
delegado 21: ;4.1;9.8600776E7
delegado 22: ;4.1;1.00162377E8
delegado 23: ;4.1;1.01075201E8
delegado 24: ;5.2;9.925443E7
delegado 25: ;5.2;1.00009752E8
delegado 26: ;5.2;1.00098499E8
delegado 27: ;4.5;9.8866285E7
delegado 28: ;4.5;1.00836511E8
delegado 29: ;4.5;9.8733896E7
delegado 30: ;4.8;9.6088317E7
delegado 31: ;4.8;9.804684E7
delegado 32: ;4.8;1.00357425E8
delegado 33: ;2.1;1.00083383E8
delegado 34: ;2.1;9.9499703E7
delegado 35: ;2.1;1.01277563E8
delegado 36: ;5.1;1.00809205E8
delegado 37: ;5.1;1.02276451E8
delegado 38: ;5.1;1.00737768E8
delegado 39: ;1.4;9.8828007E7
delegado 40: ;1.4;9.8677089E7
delegado 41: ;1.4;1.00562957E8
delegado 42: ;3.7;1.00070948E8
delegado 43: ;3.7;9.8367451E7
delegado 44: ;3.7;9.7209842E7
delegado 45: ;2.0;9.8281874E7
delegado 46: ;2.0;1.01517227E8
delegado 47: ;2.0;9.9291245E7
delegado 48: ;2.7;9.9238095E7
delegado 49: ;2.7;9.88519E7
delegado 50: ;2.7;9.9922713E7
delegado 51: ;3.1;1.00463482E8
delegado 52: ;3.1;1.01496991E8
delegado 53: ;3.1;9.3683136E7
delegado 54: ;2.9;1.04874243E8
delegado 55: ;2.9;1.01808337E8
delegado 56: ;2.9;1.01370454E8
delegado 57: ;5.2;9.9218103E7
delegado 58: ;5.2;9.9429486E7
delegado 59: ;5.2;9.9896137E7
delegado 60: ;1.4;1.00045105E8
delegado 61: ;1.4;9.8089995E7
delegado 62: ;1.4;9.8981119E7
delegado 63: ;2.4;1.00903315E8
delegado 64: ;2.4;9.6220706E7
delegado 65: ;2.4;9.9016716E7
delegado 66: ;3.1;9.8621012E7
delegado 67: ;3.1;1.01394835E8
delegado 68: ;3.1;1.00444709E8
delegado 69: ;1.7;1.01339003E8
delegado 70: ;1.7;1.00751909E8
delegado 71: ;1.7;9.9762773E7
delegado 72: ;4.1;1.00929891E8
delegado 73: ;4.1;1.02065799E8
delegado 74: ;4.1;9.942534E7
delegado 75: ;10.0;1.00280137E8
delegado 76: ;10.0;9.6384791E7
delegado 77: ;10.0;1.01752747E8
delegado 78: ;9.3;1.02114317E8
delegado 79: ;9.3;9.1102897E7
delegado 80: ;9.3;1.02645823E8
delegado 81: ;12.3;8.674163E7
delegado 82: ;12.3;1.00260145E8
delegado 83: ;12.3;1.01269517E8
delegado 84: ;8.0;1.00507368E8
delegado 85: ;8.0;1.01799559E8
delegado 86: ;8.0;9.9914667E7
