delegado;memoria;tiempo
delegado 0: ;0.0;2.47192531E8
delegado 1: ;11.0;9.2422396E7
delegado 2: ;11.0;9.9030856E7
delegado 3: ;11.0;1.06817893E8
delegado 4: ;6.5;1.02212573E8
delegado 5: ;6.5;1.01273905E8
delegado 6: ;6.5;9.0511172E7
delegado 7: ;13.8;9.3155531E7
delegado 8: ;13.8;9.5070413E7
delegado 9: ;13.8;1.01878797E8
delegado 10: ;15.2;1.03298988E8
delegado 11: ;15.2;1.00210651E8
delegado 12: ;15.2;9.9480441E7
delegado 13: ;13.8;9.0125464E7
delegado 14: ;13.8;9.4441627E7
delegado 15: ;13.8;1.00995962E8
delegado 16: ;14.5;1.0185466E8
delegado 17: ;14.5;1.01710325E8
delegado 18: ;14.5;1.01143467E8
delegado 19: ;14.5;1.02268405E8
delegado 20: ;14.5;1.0061245E8
delegado 21: ;14.5;1.00624884E8
delegado 22: ;19.6;1.01859293E8
delegado 23: ;19.6;9.881411E7
delegado 24: ;19.6;1.01420191E8
delegado 25: ;27.0;8.9436214E7
delegado 26: ;27.0;1.01229044E8
delegado 27: ;27.0;1.01817601E8
delegado 28: ;14.6;1.02470279E8
delegado 29: ;14.6;9.8079024E7
delegado 30: ;14.6;9.5755273E7
delegado 31: ;3.5;9.748486E7
delegado 32: ;3.5;9.8358673E7
delegado 33: ;3.5;9.944387E7
delegado 34: ;4.8;9.1479828E7
delegado 35: ;4.8;1.00957684E8
delegado 36: ;4.8;9.7909576E7
delegado 37: ;3.7;9.9899063E7
delegado 38: ;3.7;1.05094647E8
delegado 39: ;3.7;1.01768839E8
delegado 40: ;4.7;1.05854601E8
delegado 41: ;4.7;8.8050156E7
delegado 42: ;4.7;1.04134768E8
delegado 43: ;3.5;1.01591102E8
delegado 44: ;3.5;9.7266649E7
delegado 45: ;3.5;9.9479954E7
delegado 46: ;4.4;9.6985781E7
delegado 47: ;4.4;9.4311433E7
delegado 48: ;4.4;9.881923E7
delegado 49: ;4.5;9.8848243E7
delegado 50: ;4.5;1.00541745E8
delegado 51: ;4.5;9.5102596E7
delegado 52: ;2.2;1.0422961E8
delegado 53: ;2.2;9.6906786E7
delegado 54: ;2.2;9.7553126E7
delegado 55: ;0.3;9.3037283E7
delegado 56: ;0.3;9.127137E7
delegado 57: ;0.3;8.9913594E7
delegado 58: ;2.4;1.01863925E8
delegado 59: ;2.4;1.00822614E8
delegado 60: ;2.4;1.01496016E8
delegado 61: ;1.7;1.02898654E8
delegado 62: ;1.7;1.0206458E8
delegado 63: ;1.7;1.01963643E8
delegado 64: ;4.4;9.170657E7
delegado 65: ;4.4;9.4303143E7
delegado 66: ;4.4;9.9544319E7
delegado 67: ;2.1;9.8095115E7
delegado 68: ;2.1;9.0902486E7
delegado 69: ;2.1;8.7828533E7
delegado 70: ;6.5;9.5665796E7
delegado 71: ;6.5;1.06001619E8
delegado 72: ;6.5;9.8690498E7
delegado 73: ;2.0;9.7618955E7
delegado 74: ;2.0;9.4999951E7
delegado 75: ;2.0;1.04558753E8
delegado 76: ;4.4;1.0001536E8
delegado 77: ;4.4;1.02026302E8
delegado 78: ;4.4;1.04404177E8
delegado 79: ;2.1;1.05117565E8
delegado 80: ;2.1;9.4638869E7
delegado 81: ;2.1;9.4331425E7
delegado 82: ;1.0;9.7923229E7
delegado 83: ;1.0;9.2915866E7
delegado 84: ;1.0;1.0196023E8
delegado 85: ;5.0;9.5114785E7
delegado 86: ;5.0;9.2362906E7
delegado 87: ;5.0;1.01387765E8
delegado 88: ;10.4;1.00892099E8
delegado 89: ;10.4;9.4048362E7
delegado 90: ;10.4;9.2533085E7
delegado 91: ;6.1;1.00768488E8
delegado 92: ;6.1;9.0199826E7
delegado 93: ;6.1;1.00943544E8
delegado 94: ;10.8;9.9823726E7
delegado 95: ;10.8;9.5408089E7
delegado 96: ;10.8;9.8742186E7
delegado 97: ;7.2;1.00805791E8
delegado 98: ;7.2;9.2146159E7
delegado 99: ;7.2;9.4249505E7
delegado 100: ;8.4;9.5126001E7
delegado 101: ;8.4;1.00856991E8
delegado 102: ;8.4;9.9899063E7
delegado 103: ;9.0;9.2705946E7
delegado 104: ;9.0;1.01878066E8
delegado 105: ;9.0;9.7196676E7
delegado 106: ;8.0;9.7007237E7
delegado 107: ;8.0;9.8622231E7
delegado 108: ;8.0;9.830723E7
delegado 109: ;5.2;9.046436E7
delegado 110: ;5.2;9.1973054E7
delegado 111: ;5.2;9.2671568E7
delegado 112: ;6.9;9.1801656E7
delegado 113: ;6.9;8.9417929E7
delegado 114: ;6.9;8.9031247E7
delegado 115: ;7.7;1.02225251E8
delegado 116: ;7.7;9.9603566E7
delegado 117: ;7.7;9.212251E7
delegado 118: ;7.1;9.2919279E7
delegado 119: ;7.1;9.8958445E7
delegado 120: ;7.1;1.0034816E8
delegado 121: ;5.4;8.9533251E7
delegado 122: ;5.4;9.1938676E7
delegado 123: ;5.4;9.613903E7
delegado 124: ;10.0;9.5972996E7
delegado 125: ;10.0;9.6297262E7
delegado 126: ;10.0;1.04677489E8
delegado 127: ;7.9;1.04738197E8
delegado 128: ;7.9;1.03521099E8
delegado 129: ;7.9;9.3316933E7
delegado 130: ;6.5;9.5316904E7
delegado 131: ;6.5;9.0865671E7
delegado 132: ;6.5;9.7712334E7
delegado 133: ;8.4;9.77038E7
delegado 134: ;8.4;9.7564829E7
delegado 135: ;8.4;8.9748047E7
delegado 136: ;8.8;1.01258058E8
delegado 137: ;8.8;9.9153737E7
delegado 138: ;8.8;1.05679302E8
delegado 139: ;2.3;1.04124528E8
delegado 140: ;2.3;1.0401457E8
delegado 141: ;2.3;1.03816109E8
delegado 142: ;8.5;1.0339822E8
delegado 143: ;8.5;1.03084924E8
delegado 144: ;8.5;1.00446903E8
delegado 145: ;7.2;1.01791757E8
delegado 146: ;7.2;1.01907811E8
delegado 147: ;7.2;9.1681945E7
delegado 148: ;7.4;9.0515316E7
delegado 149: ;7.4;9.0386097E7
delegado 150: ;7.4;9.3565863E7
delegado 151: ;10.4;9.2790061E7
delegado 152: ;10.4;9.1940139E7
delegado 153: ;10.4;9.1131424E7
delegado 154: ;7.4;9.0638928E7
delegado 155: ;7.4;9.4692019E7
delegado 156: ;7.4;9.5922039E7
delegado 157: ;9.5;9.4905353E7
delegado 158: ;9.5;9.5946908E7
delegado 159: ;9.5;9.6241674E7
delegado 160: ;6.0;9.4608149E7
delegado 161: ;6.0;9.2222959E7
delegado 162: ;6.0;9.2302684E7
delegado 163: ;11.1;9.106657E7
delegado 164: ;11.1;9.1799706E7
delegado 165: ;11.1;9.378968E7
delegado 166: ;6.0;9.3030701E7
delegado 167: ;6.0;9.2823218E7
delegado 168: ;6.0;9.3138952E7
delegado 169: ;7.9;9.3549772E7
delegado 170: ;7.9;9.3526853E7
delegado 171: ;7.9;9.0500688E7
delegado 172: ;5.0;8.9219955E7
delegado 173: ;5.0;9.085153E7
delegado 174: ;5.0;9.0554326E7
delegado 175: ;6.1;9.0307102E7
delegado 176: ;6.1;9.1019027E7
delegado 177: ;6.1;1.03247788E8
delegado 178: ;7.7;1.02392748E8
delegado 179: ;7.7;1.02749929E8
delegado 180: ;7.7;1.03510372E8
delegado 181: ;7.0;9.9864442E7
delegado 182: ;7.0;1.01582569E8
delegado 183: ;7.0;1.03094432E8
delegado 184: ;7.5;1.00338652E8
delegado 185: ;7.5;1.01855636E8
