delegado;memoria;tiempo
delegado 0: ;0.0;2.49924419E8
delegado 1: ;10.2;9.8304548E7
delegado 2: ;10.2;9.8482041E7
delegado 3: ;10.2;1.01009128E8
delegado 4: ;2.3;9.9243946E7
delegado 5: ;2.3;9.780742E7
delegado 6: ;2.3;1.02471743E8
delegado 7: ;3.1;9.7617005E7
delegado 8: ;3.1;9.6769035E7
delegado 9: ;3.1;9.5958855E7
delegado 10: ;6.1;9.3661436E7
delegado 11: ;6.1;9.5931792E7
delegado 12: ;6.1;9.5256439E7
delegado 13: ;5.2;9.5974702E7
delegado 14: ;5.2;9.3748476E7
delegado 15: ;5.2;9.7786208E7
delegado 16: ;12.8;9.442968E7
delegado 17: ;12.8;9.2563805E7
delegado 18: ;12.8;9.3788704E7
delegado 19: ;4.9;9.1635621E7
delegado 20: ;4.9;9.2231249E7
delegado 21: ;4.9;9.1073153E7
delegado 22: ;3.4;9.4217566E7
delegado 23: ;3.4;9.2018159E7
delegado 24: ;3.4;9.0850067E7
delegado 25: ;9.4;9.2805176E7
delegado 26: ;9.4;9.177947E7
delegado 27: ;9.4;9.0865427E7
delegado 28: ;3.4;9.130916E7
delegado 29: ;3.4;9.0494836E7
delegado 30: ;3.4;9.0565784E7
delegado 31: ;3.0;9.2056925E7
delegado 32: ;3.0;8.9296267E7
delegado 33: ;3.0;9.0744254E7
delegado 34: ;2.4;8.8165478E7
delegado 35: ;2.4;8.9090248E7
delegado 36: ;2.4;1.03487454E8
delegado 37: ;3.2;1.06011859E8
delegado 38: ;3.2;1.03527438E8
delegado 39: ;3.2;1.02711164E8
delegado 40: ;6.4;1.0333044E8
delegado 41: ;6.4;1.02335697E8
delegado 42: ;6.4;1.04243995E8
delegado 43: ;4.6;1.03337511E8
delegado 44: ;4.6;1.01089342E8
delegado 45: ;4.6;1.02987157E8
delegado 46: ;3.4;1.03707126E8
delegado 47: ;3.4;1.03252665E8
delegado 48: ;3.4;9.9754727E7
delegado 49: ;2.2;1.01483582E8
delegado 50: ;2.2;1.00691444E8
delegado 51: ;2.2;1.01375086E8
delegado 52: ;5.5;1.00853333E8
delegado 53: ;5.5;9.8704396E7
delegado 54: ;5.5;1.02036542E8
delegado 55: ;5.8;1.00631955E8
delegado 56: ;5.8;9.928515E7
delegado 57: ;5.8;9.9848838E7
delegado 58: ;3.4;9.8731214E7
delegado 59: ;3.4;9.8822643E7
delegado 60: ;3.4;9.7435609E7
delegado 61: ;12.5;9.9539687E7
delegado 62: ;12.5;9.7715259E7
delegado 63: ;12.5;9.7786696E7
delegado 64: ;2.6;9.3645832E7
delegado 65: ;2.6;9.3681428E7
delegado 66: ;2.6;9.3565619E7
delegado 67: ;2.5;9.3611699E7
delegado 68: ;2.5;9.3578297E7
delegado 69: ;2.5;9.2156155E7
delegado 70: ;1.7;8.9927004E7
delegado 71: ;1.7;9.2703752E7
delegado 72: ;1.7;9.2071553E7
delegado 73: ;0.3;9.0176908E7
delegado 74: ;0.3;9.2186143E7
delegado 75: ;0.3;8.8028214E7
delegado 76: ;3.4;1.05233862E8
delegado 77: ;3.4;1.04588498E8
delegado 78: ;3.4;8.954154E7
delegado 79: ;3.3;8.7680785E7
delegado 80: ;3.3;9.3302061E7
delegado 81: ;3.3;9.3763349E7
delegado 82: ;3.6;9.2615736E7
delegado 83: ;3.6;9.1602463E7
delegado 84: ;3.6;9.1368162E7
delegado 85: ;7.1;9.1745092E7
delegado 86: ;7.1;9.0238105E7
delegado 87: ;7.1;9.1238212E7
delegado 88: ;2.2;8.9160222E7
delegado 89: ;2.2;9.1192376E7
delegado 90: ;2.2;9.1946967E7
delegado 91: ;4.6;1.02880367E8
delegado 92: ;4.6;1.02315461E8
