delegado;memoria;tiempo
delegado 0: ;0.0;2.40747667E8
delegado 1: ;0.0;1.01854904E8
delegado 2: ;12.8;9.3624133E7
delegado 3: ;12.8;9.8604434E7
delegado 4: ;8.0;9.5850116E7
delegado 5: ;8.0;9.6742702E7
delegado 6: ;8.0;9.4324842E7
delegado 7: ;4.8;9.8793874E7
delegado 8: ;4.8;9.9592107E7
delegado 9: ;4.8;1.00936961E8
delegado 10: ;5.9;1.03013732E8
delegado 11: ;5.9;1.02048245E8
delegado 12: ;5.9;9.8460342E7
delegado 13: ;6.9;9.7973942E7
delegado 14: ;6.9;1.03157823E8
delegado 15: ;6.9;1.02374462E8
delegado 16: ;3.8;9.935171E7
delegado 17: ;3.8;1.00332069E8
delegado 18: ;3.8;9.8465218E7
delegado 19: ;4.5;1.02997152E8
delegado 20: ;4.5;9.6498405E7
delegado 21: ;4.5;1.00278186E8
delegado 22: ;5.1;1.0063805E8
delegado 23: ;5.1;9.9678172E7
delegado 24: ;5.1;9.9638431E7
delegado 25: ;6.2;9.7250315E7
delegado 26: ;6.2;1.02056291E8
delegado 27: ;6.2;1.02203551E8
delegado 28: ;3.6;1.00656823E8
delegado 29: ;3.6;9.7638459E7
delegado 30: ;3.6;1.00753128E8
delegado 31: ;3.0;9.868928E7
delegado 32: ;3.0;1.01953647E8
delegado 33: ;3.0;9.8208487E7
delegado 34: ;7.9;9.8094628E7
delegado 35: ;7.9;1.02930837E8
delegado 36: ;7.9;1.03369449E8
delegado 37: ;3.8;1.00528335E8
delegado 38: ;3.8;9.9232487E7
delegado 39: ;3.8;9.9180556E7
delegado 40: ;6.6;1.01644252E8
delegado 41: ;6.6;9.6049308E7
delegado 42: ;6.6;9.7840822E7
delegado 43: ;6.2;1.01704717E8
delegado 44: ;6.2;1.00585631E8
delegado 45: ;6.2;9.9786666E7
delegado 46: ;5.2;9.9262476E7
delegado 47: ;5.2;9.9898575E7
delegado 48: ;5.2;1.00060465E8
delegado 49: ;1.7;1.02091155E8
delegado 50: ;1.7;9.8359161E7
delegado 51: ;1.7;9.8351602E7
delegado 52: ;2.8;9.8887741E7
delegado 53: ;2.8;1.00460312E8
delegado 54: ;2.8;1.04376627E8
delegado 55: ;2.4;9.7261042E7
delegado 56: ;2.4;1.02595841E8
delegado 57: ;2.4;9.9906133E7
delegado 58: ;6.9;9.7293469E7
delegado 59: ;6.9;1.01600123E8
delegado 60: ;6.9;1.01698134E8
delegado 61: ;10.7;1.00372054E8
delegado 62: ;10.7;1.01532588E8
delegado 63: ;10.7;1.02924253E8
delegado 64: ;8.7;9.757068E7
delegado 65: ;8.7;1.01775422E8
delegado 66: ;8.7;9.794761E7
delegado 67: ;7.6;1.00234057E8
delegado 68: ;7.6;1.00270141E8
delegado 69: ;7.6;1.02335453E8
delegado 70: ;5.2;9.8414749E7
delegado 71: ;5.2;1.01825646E8
delegado 72: ;5.2;1.32937224E8
delegado 73: ;27.2;1.06078175E8
delegado 74: ;27.2;1.01062279E8
delegado 75: ;27.2;1.00696077E8
delegado 76: ;3.1;9.9392914E7
delegado 77: ;3.1;1.02173563E8
delegado 78: ;3.1;9.3613893E7
delegado 79: ;3.7;1.01603293E8
