delegado;memoria;tiempo
delegado 0: ;0.0;2.40577E8
delegado 1: ;0.0;9.957187E7
delegado 2: ;7.5;9.6572524E7
delegado 3: ;7.5;9.9644525E7
delegado 4: ;2.2;9.9516525E7
delegado 5: ;2.2;9.7800593E7
delegado 6: ;2.2;1.01926827E8
delegado 7: ;2.2;9.9213958E7
delegado 8: ;2.2;9.957309E7
delegado 9: ;2.2;9.8106818E7
delegado 10: ;2.5;1.03061518E8
delegado 11: ;2.5;9.7251778E7
delegado 12: ;2.5;1.02310096E8
delegado 13: ;2.0;9.9333181E7
delegado 14: ;2.0;9.867782E7
delegado 15: ;2.0;1.03871697E8
delegado 16: ;3.8;1.00950614E8
delegado 17: ;3.8;1.00697295E8
delegado 18: ;3.8;1.00836023E8
delegado 19: ;5.5;9.8507397E7
delegado 20: ;5.5;9.2826388E7
delegado 21: ;5.5;8.9082203E7
delegado 22: ;3.5;9.2183218E7
delegado 23: ;3.5;9.1540048E7
delegado 24: ;3.5;1.03638616E8
delegado 25: ;5.7;1.03093944E8
delegado 26: ;5.7;9.9620144E7
delegado 27: ;5.7;9.0751811E7
delegado 28: ;5.2;8.902247E7
delegado 29: ;5.2;1.00803353E8
delegado 30: ;5.2;1.01399468E8
delegado 31: ;3.3;1.01198812E8
delegado 32: ;3.3;1.06028194E8
delegado 33: ;3.3;9.0774242E7
delegado 34: ;2.2;9.1323789E7
delegado 35: ;2.2;1.01770302E8
delegado 36: ;2.2;1.01783468E8
delegado 37: ;3.0;9.6150002E7
delegado 38: ;3.0;1.00842606E8
delegado 39: ;3.0;1.00252587E8
delegado 40: ;3.4;9.8401096E7
delegado 41: ;3.4;1.01365578E8
delegado 42: ;3.4;9.8736334E7
delegado 43: ;2.1;9.9923444E7
delegado 44: ;2.1;9.7665523E7
delegado 45: ;2.1;1.0210042E8
delegado 46: ;8.3;1.01889769E8
delegado 47: ;8.3;1.00813593E8
delegado 48: ;8.3;1.01140542E8
delegado 49: ;7.0;1.03184642E8
delegado 50: ;7.0;1.0099133E8
delegado 51: ;7.0;9.8927482E7
delegado 52: ;3.8;1.0119613E8
delegado 53: ;3.8;1.02556588E8
delegado 54: ;3.8;1.06695014E8
delegado 55: ;6.2;9.5765026E7
delegado 56: ;6.2;9.7743298E7
delegado 57: ;6.2;8.9774623E7
delegado 58: ;12.8;1.05546183E8
delegado 59: ;12.8;9.8954544E7
delegado 60: ;12.8;8.7603497E7
delegado 61: ;6.9;8.3395586E7
delegado 62: ;6.9;9.2631097E7
delegado 63: ;6.9;1.14442797E8
delegado 64: ;9.2;1.10929743E8
delegado 65: ;9.2;1.14438409E8
delegado 66: ;9.2;1.13462195E8
delegado 67: ;8.5;1.14021251E8
delegado 68: ;8.5;1.04420269E8
delegado 69: ;8.5;1.20100644E8
delegado 70: ;8.0;1.15184954E8
delegado 71: ;8.0;1.14159734E8
delegado 72: ;8.0;1.37463306E8
delegado 73: ;31.2;1.10193439E8
delegado 74: ;31.2;1.13856679E8
delegado 75: ;31.2;1.08180302E8
delegado 76: ;4.7;9.3471021E7
delegado 77: ;4.7;1.13085753E8
delegado 78: ;4.7;1.06752796E8
delegado 79: ;3.6;8.6433211E7
