delegado;memoria;tiempo
delegado 0: ;0.0;2.67369002E8
delegado 1: ;0.0;2.67461404E8
delegado 3: ;0.0;9.3272804E7
delegado 2: ;0.0;9.22627E7
delegado 5: ;0.0;9.9544807E7
delegado 4: ;0.0;1.00265265E8
delegado 6: ;0.0;1.00170911E8
delegado 7: ;0.0;9.9395839E7
delegado 9: ;0.0;1.00260632E8
delegado 8: ;0.0;1.00837242E8
delegado 10: ;0.0;1.00833342E8
delegado 11: ;0.0;1.00390095E8
delegado 13: ;4.2;9.9278811E7
delegado 12: ;4.2;1.00188221E8
delegado 15: ;4.2;1.00564907E8
delegado 14: ;4.2;1.02390798E8
delegado 16: ;4.2;1.03557427E8
delegado 17: ;4.2;1.01136641E8
delegado 18: ;0.0;9.6634696E7
delegado 19: ;0.0;9.5002145E7
delegado 20: ;0.0;1.00136533E8
delegado 21: ;0.0;9.8145096E7
delegado 23: ;0.0;9.6354801E7
delegado 22: ;0.0;9.8583222E7
delegado 24: ;2.9;8.7101493E7
delegado 25: ;2.9;1.01040092E8
delegado 26: ;2.9;9.8124616E7
delegado 27: ;2.9;1.02123338E8
delegado 28: ;2.9;9.8869211E7
delegado 29: ;2.9;9.9364144E7
delegado 30: ;3.4;1.0059904E8
delegado 31: ;3.4;1.02242805E8
delegado 32: ;3.4;1.01839544E8
delegado 33: ;3.4;9.9700358E7
delegado 34: ;3.4;9.8593949E7
delegado 35: ;3.4;1.00224793E8
delegado 36: ;2.7;1.02309121E8
delegado 37: ;2.7;1.15572368E8
delegado 38: ;2.7;9.8056593E7
delegado 39: ;2.7;9.7221057E7
delegado 40: ;2.7;9.7708921E7
delegado 41: ;2.7;9.8358186E7
delegado 42: ;4.9;1.01055208E8
delegado 43: ;4.9;1.01136396E8
delegado 44: ;4.9;1.00539063E8
delegado 45: ;4.9;9.9914666E7
delegado 46: ;4.9;1.01149319E8
delegado 47: ;4.9;1.00152137E8
delegado 48: ;4.1;1.01234653E8
delegado 49: ;4.1;1.01009859E8
delegado 50: ;4.1;9.9018178E7
delegado 51: ;4.1;1.00098256E8
delegado 52: ;4.1;9.6091487E7
delegado 53: ;4.1;1.01451643E8
delegado 54: ;3.8;9.9643794E7
delegado 55: ;3.8;9.7674543E7
delegado 56: ;3.8;9.7717942E7
delegado 57: ;3.8;9.7578726E7
delegado 58: ;3.8;1.0240445E8
delegado 59: ;3.8;1.02620954E8
delegado 60: ;3.5;9.2361199E7
delegado 61: ;3.5;9.2324628E7
