delegado;memoria;tiempo
delegado 0: ;0.0;2.62138552E8
delegado 1: ;0.0;2.62059314E8
delegado 2: ;0.0;9.5655556E7
delegado 3: ;0.0;9.0873472E7
delegado 5: ;0.0;1.01413608E8
delegado 4: ;0.0;1.01879041E8
delegado 6: ;5.9;9.5896927E7
delegado 7: ;5.9;9.5923015E7
delegado 8: ;5.9;8.8923239E7
delegado 9: ;5.9;9.9817386E7
delegado 10: ;5.9;1.01605486E8
delegado 11: ;5.9;9.8836296E7
delegado 12: ;4.9;1.01014979E8
delegado 13: ;4.9;9.9826895E7
delegado 14: ;4.9;9.9385355E7
delegado 15: ;4.9;1.02127727E8
delegado 16: ;4.9;1.00375955E8
delegado 17: ;4.9;9.9201279E7
delegado 18: ;4.9;1.03030311E8
delegado 19: ;4.9;9.8953081E7
delegado 20: ;4.9;9.5851335E7
delegado 21: ;4.9;9.7937858E7
delegado 22: ;4.9;9.780425E7
delegado 23: ;4.9;9.6577887E7
delegado 24: ;7.9;1.00676816E8
delegado 25: ;7.9;9.8404997E7
delegado 26: ;7.9;9.9600152E7
delegado 27: ;7.9;9.9576015E7
delegado 28: ;7.9;9.8044403E7
delegado 29: ;7.9;9.7980281E7
delegado 30: ;5.2;9.8991359E7
delegado 31: ;5.2;9.7912258E7
delegado 32: ;5.2;9.95687E7
delegado 33: ;5.2;9.7184973E7
delegado 34: ;5.2;1.0107008E8
delegado 35: ;5.2;1.01713007E8
delegado 36: ;0.0;1.14996977E8
delegado 37: ;0.0;1.03003735E8
delegado 38: ;0.0;1.00038522E8
delegado 39: ;0.0;9.9257356E7
delegado 41: ;0.0;1.00646339E8
delegado 40: ;0.0;1.02665327E8
delegado 43: ;0.0;9.8113644E7
delegado 42: ;0.0;9.0075484E7
delegado 44: ;0.0;1.01676923E8
delegado 45: ;0.0;9.5129171E7
delegado 47: ;0.0;9.9025737E7
delegado 46: ;0.0;1.01390203E8
delegado 48: ;0.0;1.01238553E8
delegado 49: ;0.0;9.9113996E7
delegado 50: ;0.0;1.00451048E8
delegado 51: ;0.0;9.7362223E7
delegado 53: ;0.0;9.9034513E7
delegado 52: ;0.0;1.01926584E8
delegado 54: ;0.0;1.01201006E8
delegado 55: ;0.0;9.9050361E7
delegado 57: ;0.0;9.6758794E7
delegado 56: ;0.0;1.00561006E8
delegado 58: ;0.0;1.00855528E8
delegado 59: ;0.0;9.8879695E7
delegado 61: ;0.0;9.4527935E7
delegado 60: ;0.0;9.7601645E7
delegado 63: ;0.0;9.0045739E7
delegado 62: ;0.0;9.1925755E7
delegado 65: ;0.0;9.8792655E7
delegado 64: ;0.0;9.964355E7
delegado 66: ;0.0;9.8981851E7
delegado 67: ;0.0;9.8537629E7
delegado 68: ;0.0;9.895747E7
delegado 69: ;0.0;9.8532022E7
delegado 71: ;0.0;9.8580052E7
delegado 70: ;0.0;1.0034499E8
delegado 72: ;0.0;1.00661699E8
delegado 73: ;0.0;9.8682696E7
delegado 74: ;0.0;9.9651596E7
delegado 75: ;0.0;9.7925423E7
delegado 76: ;0.0;9.6897034E7
delegado 77: ;0.0;9.683218E7
delegado 78: ;0.0;9.8818743E7
delegado 79: ;0.0;9.6919709E7
delegado 81: ;0.0;9.9037195E7
delegado 80: ;0.0;9.9698896E7
delegado 82: ;0.0;9.8652708E7
delegado 83: ;0.0;9.8001492E7
delegado 85: ;0.0;9.9479467E7
delegado 84: ;0.0;1.01201494E8
delegado 86: ;0.0;9.9680365E7
